Station_ID,Group,Plot_Size_(m2),Collection_Date,Community,Sample_Type,Vegetation_Type,Percent_Cover_Total,Percent_Cover_Tree,Percent_Cover_Shrub,Percent_Cover_Herb,Percent_Cover_Carpet,Average_Height_Dominant_(cm),Average_Height_Tree_cm,Average_Height_Shrub_cm,Average_Height_Herb_cm,Average_Height_Carpet_cm,Scientific_Name_Originally_Observed,Common_Name_As_Originally_Observed,Scientific_Name_As_Currently_Recognized,Common_Name_As_Currently_Recognized,Percent_Cover,Braun_Blanquet_Rank,In_Out,Number_Planted,Number_Alive,Additional_Species_Description,Organization,Personnel,Comments
CS21-86R,R1,4,8/4/2015,Saline,Random,Natural,95,,,95,,143.25,,,143.25,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M.Mouledous; B.Wood,10: 30 degrees/ 29850/ 18.3 ppt 30:- no surface water Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
CS21-86R,R1,4,8/4/2015,Saline,Random,Natural,95,,,95,,143.25,,,143.25,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M.Mouledous; B.Wood,10: 30 degrees/ 29850/ 18.3 ppt 30:- no surface water Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
CS21-86R,R1,4,8/4/2015,Saline,Random,Natural,95,,,95,,143.25,,,143.25,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,95,5,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M.Mouledous; B.Wood,10: 30 degrees/ 29850/ 18.3 ppt 30:- no surface water Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
CS21-94R,R1,4,8/4/2015,Saline,Random,Natural,95,,,95,,146.3,,,146.3,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,95,5,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M. Miller; T. McGinnis,474815.844 3318567  Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
CS21-95R,R1,4,8/4/2015,Saline,Random,Natural,95,,,95,,143.25,,,143.25,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M. Miller; T. McGinnis,water 0 Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
CS21-95R,R1,4,8/4/2015,Saline,Random,Natural,95,,,95,,143.25,,,143.25,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,95,5,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Luent; M. Miller; T. McGinnis,water 0 Water Level is 0 ft above marsh. Open water is 0%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
CS23-149A,REFERENCE,2,9/10/2014,Saline,Random,Natural,95,,,95,,67.06,,,67.06,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,75,4,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,B. Wood; M. Mouledous; M. Miller,WL MARSH = 0.3ft (9.14cm);Surface - N/A;10cm - 32.5C - 4.9ppt;30cm - 32.3C - 14.1ppt
CS23-149A,REFERENCE,2,9/10/2014,Saline,Random,Natural,95,,,95,,67.06,,,67.06,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,20,2,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,B. Wood; M. Mouledous; M. Miller,WL MARSH = 0.3ft (9.14cm);Surface - N/A;10cm - 32.5C - 4.9ppt;30cm - 32.3C - 14.1ppt
CS28-100A,,4,8/26/2008,Saline,Random,Natural,95,,,95,,,,137,,122,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,40,3,In,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller,Height not collected.
CS28-100A,,4,8/26/2008,Saline,Random,Natural,95,,,95,,,,137,,122,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,7,2,In,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller,Height not collected.
CS28-100B,REFERENCE,2,9/10/2014,Saline,Random,Natural,95,,40,95,,134.11,,164.59,134.11,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,1,1,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Miller; B. Wood; M. Mouledous,WL MARSH = 0.0;DRY MARSH
CS28-100B,REFERENCE,2,9/10/2014,Saline,Random,Natural,95,,40,95,,134.11,,164.59,134.11,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,60,4,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Miller; B. Wood; M. Mouledous,WL MARSH = 0.0;DRY MARSH
CS28-100B,REFERENCE,2,9/10/2014,Saline,Random,Natural,95,,40,95,,134.11,,164.59,134.11,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,20,2,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Miller; B. Wood; M. Mouledous,WL MARSH = 0.0;DRY MARSH
CS28-100B,REFERENCE,2,9/10/2014,Saline,Random,Natural,95,,40,95,,134.11,,164.59,134.11,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,1,1,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Miller; B. Wood; M. Mouledous,WL MARSH = 0.0;DRY MARSH
CS28-104A,,4,8/26/2008,Saline,Random,Natural,95,,,95,,122,,,122,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,95,5,In,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller,dry
CS28-105A,REFERENCE,4,9/12/2012,Saline,Random,Natural,95,,,95,,119,,,119,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,3,1,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Mouledous; M. Miller,Surface N/A;  10cm 29.2C 13.5ppt;  30cm 26.6C  15.3ppt;  WL=0.0ft
CS28-105A,REFERENCE,4,9/12/2012,Saline,Random,Natural,95,,,95,,119,,,119,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,35,3,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Mouledous; M. Miller,Surface N/A;  10cm 29.2C 13.5ppt;  30cm 26.6C  15.3ppt;  WL=0.0ft
CS28-105A,REFERENCE,4,9/12/2012,Saline,Random,Natural,95,,,95,,119,,,119,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,70,4,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Mouledous; M. Miller,Surface N/A;  10cm 29.2C 13.5ppt;  30cm 26.6C  15.3ppt;  WL=0.0ft
CS28-105A,REFERENCE,4,9/12/2012,Saline,Random,Natural,95,,,95,,119,,,119,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,,,Out,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Mouledous; M. Miller,Surface N/A;  10cm 29.2C 13.5ppt;  30cm 26.6C  15.3ppt;  WL=0.0ft
CS28-149B,REFERENCE,4,9/12/2012,Saline,Random,Natural,95,,,95,,85,,,85,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,60,4,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Mouledous; M. Miller,Surface 25.0C 5.1ppt;  10cm 26.2C  13.6ppt;  30cm 25.4C 15.4ppt;  WL=0.3ft
CS28-149B,REFERENCE,4,9/12/2012,Saline,Random,Natural,95,,,95,,85,,,85,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,35,3,Both,,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,M. Mouledous; M. Miller,Surface 25.0C 5.1ppt;  10cm 26.2C  13.6ppt;  30cm 25.4C 15.4ppt;  WL=0.3ft
ME14-113R,T16C,4,10/10/2007,Saline,Random,Natural,95,,,95,,152,,,152,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,90,5,Both,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous,West transect south slope
ME14-113R,T16C,4,10/10/2007,Saline,Random,Natural,95,,,95,,152,,,152,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,1,1,Both,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous,West transect south slope
ME14-259,T345A,4,10/26/2004,Saline,Random,Planted,95,,,95,,188.98,,,188.98,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,95,5,In,,,plantings indistinguishable,LA DEPT OF NAT RES (CRDL),D. Weifenbach; C. Thibodeaux; J. Foret,
ME14-265,T345C,4,10/26/2004,Saline,Random,Planted,95,,,95,,182.88,,,182.88,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,95,5,In,,,plantings indistinguishable,LA DEPT OF NAT RES (CRDL),D. Weifenbach; C. Thibodeaux; J. Foret,
PO06-22,,4,8/10/2000,Saline,Random,Natural,95,,,95,,67.1,,,76.2,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,90,5,Both,,,,LA DEPT OF NAT RES (CRDNO),D. Llewellyn; J. Troutman,
PO06-22,,4,8/10/2000,Saline,Random,Natural,95,,,95,,67.1,,,76.2,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,70,4,Both,,,,LA DEPT OF NAT RES (CRDNO),D. Llewellyn; J. Troutman,
PO06-44,,4,9/8/2010,Saline,Random,Natural,95,,,95,,120,,,65,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,60,4,Both,,,,GULF ENGINEERS & CONSULTANTS,W. Grant; B. Mccoy,water 17 cm above marsh surface
PO06-44,,4,9/8/2010,Saline,Random,Natural,95,,,95,,120,,,65,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,85,5,Both,,,,GULF ENGINEERS & CONSULTANTS,W. Grant; B. Mccoy,water 17 cm above marsh surface
TE26-47,,4,9/1/2010,Saline,Random,Natural,95,,,95,,100,,,100,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,95,5,Both,,,,LA DEPT OF NAT RES (CRDT),D. Lee; E. Lear,Pics # 47 & 48 & 49 & 50; #50 shows remnant Island of original land inside of fill area; point # 6 - inside on chart & map
TE26-48,,4,9/1/2010,Saline,Random,Natural,95,,,95,,60,,,60,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,20,2,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; D. Lee,Pics # 51 & 52 & 53; point #2 - inside
TE26-48,,4,9/1/2010,Saline,Random,Natural,95,,,95,,60,,,60,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,80,5,Both,,,,LA DEPT OF NAT RES (CRDT),E. Lear; D. Lee,Pics # 51 & 52 & 53; point #2 - inside
TE26-48,,4,9/1/2010,Saline,Random,Natural,95,,,95,,60,,,60,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),E. Lear; D. Lee,Pics # 51 & 52 & 53; point #2 - inside
TE44-91,J,4,10/12/2004,Saline,Random,Planted,95,,,95,,202,,,202,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,95,5,Both,9,,Ind,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguisable;Row 3
TE44-91,J,4,10/12/2004,Saline,Random,Planted,95,,,95,,202,,,202,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguisable;Row 3
TE44-92,J,4,10/12/2004,Saline,Random,Planted,95,,,95,,211,,,211,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,95,5,Both,9,,Ind,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 3
TE44-92,J,4,10/12/2004,Saline,Random,Planted,95,,,95,,211,,,211,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 3
TE44-94,J,4,10/12/2004,Saline,Random,Planted,95,,,95,,174,,,174,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,95,5,Both,9,,Ind,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 3
TE44-94,J,4,10/12/2004,Saline,Random,Planted,95,,,95,,174,,,174,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 3
TE44-94,J,4,10/12/2004,Saline,Random,Planted,95,,,95,,174,,,174,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,<1,+,Both,,,,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 3
TV09-0103,A,37.12,6/7/1999,Saline,Random,Planted,95,,,95,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,95,5,In,16,16,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
TV09-0322,C,37.12,6/4/1996,Saline,Random,Planted,95,,,95,,,,,,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,5.63,1,In,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
TV09-0322,C,37.12,6/4/1996,Saline,Random,Planted,95,,,95,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,95,5,In,16,16,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
BA04-127,,4,9/8/2003,Saline,Random,Natural,94,0,0,94,0,80,0,0,65,0,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,80,5,Both,,,,LA DEPT OF NAT RES (CRDNO),W. Boshart; B. Carter,
BA04-127,,4,9/8/2003,Saline,Random,Natural,94,0,0,94,0,80,0,0,65,0,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,20,2,Both,,,,LA DEPT OF NAT RES (CRDNO),W. Boshart; B. Carter,
TV09-0116,A,37.12,6/7/1999,Saline,Random,Planted,93.75,,,93.75,,,,,,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,42.5,3,In,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
TV09-0116,A,37.12,6/7/1999,Saline,Random,Planted,93.75,,,93.75,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,93.75,5,In,16,16,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
TV09-0405,D,37.12,6/4/1996,Saline,Random,Planted,93.75,,,93.75,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,93.75,5,In,16,16,,LA DEPT OF NAT RES (CRDL),M. Miller; C. Thibodeaux; D. Weifenbach,
BA28-96R,BAY,4,10/20/2003,Saline,Random,Natural,93,,3,90,,70,,47,70,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,90,5,Both,,,,LA DEPT OF NAT RES (CRDT),R. Chiasson; G. Curole; T. Hubbell,
TV09-0125,A,37.12,6/4/1996,Saline,Random,Planted,92.5,,,92.5,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,92.5,5,In,16,16,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; D. Weifenbach; M. Miller,
BA04-128,,4,9/8/2003,Saline,Random,Natural,92,0,0,92,0,85,0,0,101,0,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,50,3,Both,,,,LA DEPT OF NAT RES (CRDNO),W. Boshart; B. Carter,
BA04-128,,4,9/8/2003,Saline,Random,Natural,92,0,0,92,0,85,0,0,101,0,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,60,4,Both,,,,LA DEPT OF NAT RES (CRDNO),W. Boshart; B. Carter,
TV09-0105,A,37.12,6/4/1996,Saline,Random,Planted,91.9,,,91.9,,,,,,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,3.75,1,In,,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; D. Weifenbach; M. Miller,
TV09-0105,A,37.12,6/4/1996,Saline,Random,Planted,91.9,,,91.9,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,91.9,5,In,16,16,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; D. Weifenbach; M. Miller,
TV13A-04,,4,7/24/2001,Saline,Random,Planted,91.9,,,91.9,,146.3,,,146.34,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,91.9,5,In,16,,,LA DEPT OF NAT RES (CRDL),D. Castellanos,
TE18-58,A/28/B,0.25,8/5/1997,Saline,Random,Planted,91.5,,,91.5,,,,,,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,10,2,Both,,,,LA DEPT OF NAT RES (CRDT),M. Townson; T. Folse,
TV09-0308,C,37.12,6/4/1996,Saline,Random,Planted,90.625,,,90.625,,,,,,,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Phragmites australis (Cav.) Trin. ex Steud.,common reed,3.13,1,In,,,,LA DEPT OF NAT RES (CRDL),M. Miller; C. Thibodeaux; D. Weifenbach,
TV09-0308,C,37.12,6/4/1996,Saline,Random,Planted,90.625,,,90.625,,,,,,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,90.63,5,In,16,16,,LA DEPT OF NAT RES (CRDL),M. Miller; C. Thibodeaux; D. Weifenbach,
BA04-114,,4,9/3/2009,Saline,Random,Natural,90,,20,70,,97,,150,58,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,75,4,Both,,,,GEC,J. Avant; J. Palmer,Photo: BA04-114.jpg
BA04-114,,4,9/3/2009,Saline,Random,Natural,90,,20,70,,97,,150,58,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,5,1,Both,,,,GEC,J. Avant; J. Palmer,Photo: BA04-114.jpg
BA04-120,,1,9/12/2001,Saline,Random,Natural,90,,,90,,121.9,,,121.9,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,90,5,Both,,,,LA DEPT OF NAT RES (CRDNO),W. Boshart; M. Hymel,
BA04-120,,1,9/12/2001,Saline,Random,Natural,90,,,90,,121.9,,,121.9,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,10,2,Both,,,,LA DEPT OF NAT RES (CRDNO),W. Boshart; M. Hymel,
BA04-120,,1,9/12/2001,Saline,Random,Natural,90,,,90,,121.9,,,121.9,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,2,1,Both,,,,LA DEPT OF NAT RES (CRDNO),W. Boshart; M. Hymel,
BA04-123,,1,9/12/2001,Saline,Random,Natural,90,,,90,,91.44,,,91.44,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,85,5,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; W. Boshart,
BA04-123,,1,9/12/2001,Saline,Random,Natural,90,,,90,,91.44,,,91.44,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,50,3,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; W. Boshart,
BA04-124,,4,9/8/2003,Saline,Random,Natural,90,0,0,90,0,135,0,0,140,0,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,25,2,Both,,,,LA DEPT OF NAT RES (CRDNO),W. Boshart; B. Carter,
BA04-124,,4,9/8/2003,Saline,Random,Natural,90,0,0,90,0,135,0,0,140,0,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,10,2,Both,,,,LA DEPT OF NAT RES (CRDNO),W. Boshart; B. Carter,
BA04-124,,4,9/8/2003,Saline,Random,Natural,90,0,0,90,0,135,0,0,140,0,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,75,4,Both,,,,LA DEPT OF NAT RES (CRDNO),W. Boshart; B. Carter,
BA04-125,,4,9/2/2009,Saline,Random,Natural,90,,,90,,120,,,71,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,55,4,Both,,,,GEC,J. Avant; J. Palmer,Photo: BA04-125.jpg;Pole missing at coordinates.  Plot reestablished at nearest vegetation and new coordinates taken.
BA04-125,,4,9/2/2009,Saline,Random,Natural,90,,,90,,120,,,71,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,20,2,Both,,,,GEC,J. Avant; J. Palmer,Photo: BA04-125.jpg;Pole missing at coordinates.  Plot reestablished at nearest vegetation and new coordinates taken.
BA04-125,,4,9/2/2009,Saline,Random,Natural,90,,,90,,120,,,71,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,20,2,Both,,,,GEC,J. Avant; J. Palmer,Photo: BA04-125.jpg;Pole missing at coordinates.  Plot reestablished at nearest vegetation and new coordinates taken.
BA04-125,,4,9/2/2009,Saline,Random,Natural,90,,,90,,120,,,71,,Juncus roemerianus Scheele,needlegrass rush,Juncus roemerianus Scheele,needlegrass rush,,,Out,,,,GEC,J. Avant; J. Palmer,Photo: BA04-125.jpg;Pole missing at coordinates.  Plot reestablished at nearest vegetation and new coordinates taken.
BA04-130,,4,9/8/2003,Saline,Random,Natural,90,0,0,90,0,130,0,0,100,0,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,90,5,Both,,,,LA DEPT OF NAT RES (CRDNO),W. Boshart; B. Carter,pole missing. put new pole in same spot.
BA04-130,,4,9/8/2003,Saline,Random,Natural,90,0,0,90,0,130,0,0,100,0,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,15,2,Both,,,,LA DEPT OF NAT RES (CRDNO),W. Boshart; B. Carter,pole missing. put new pole in same spot.
BA23-118,,4,9/24/2003,Saline,Random,Natural,90,,,90,,130,,,115,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,70,4,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; J. Barmore; B. Richard,"Found pole, but we were about 224ft from the GPS point.  Took a new point at the pole location.  (NOTE: we found out that this was due to error in original point taking. -JB)"
BA23-118,,4,9/24/2003,Saline,Random,Natural,90,,,90,,130,,,115,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,15,2,Both,,,,LA DEPT OF NAT RES (CRDNO),M. Hymel; J. Barmore; B. Richard,"Found pole, but we were about 224ft from the GPS point.  Took a new point at the pole location.  (NOTE: we found out that this was due to error in original point taking. -JB)"
BA28-12,BAY,4,10/20/2003,Saline,Random,Planted,90,,,90,,61,,,61,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,90,5,Both,5,,Indeterminate,LA DEPT OF NAT RES (CRDT),R. Chiasson; G. Curole; T. Hubbell,
BA28-120R,DUNE,4,4/18/2001,Saline,Random,Natural,90,,,90,,25,,,25,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-120R,DUNE,4,4/18/2001,Saline,Random,Natural,90,,,90,,25,,,25,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-120R,DUNE,4,4/18/2001,Saline,Random,Natural,90,,,90,,25,,,25,,Distichlis spicata (L.) Greene,saltgrass,Distichlis spicata (L.) Greene,saltgrass,90,5,Both,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-120R,DUNE,4,4/18/2001,Saline,Random,Natural,90,,,90,,25,,,25,,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-12R,BAY,4,9/18/2002,Saline,Random,Natural,90,,,90,,93,,,93,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,90,5,Both,,,,LA DEPT OF NAT RES (CRDT),T. Hubbell; T. Folse; G. Curole,
BA28-140R,DUNE,4,4/18/2001,Saline,Random,Natural,90,,,90,,25,,,25,,Spartina alterniflora Loisel.,smooth cordgrass,Spartina alterniflora Loisel.,smooth cordgrass,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
BA28-140R,DUNE,4,4/18/2001,Saline,Random,Natural,90,,,90,,25,,,25,,Batis maritima L.,turtleweed,Batis maritima L.,turtleweed,,,Out,,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
