Year,Collection_Date,Community,Sample_Type,Vegetation_Type,Percent_Cover_Total,Scientific_Name,Common_Name,Percent_Cover,In_Out,Number_Planted,Number_Alive,Organization,Personnel,Comments
1999,6/7/99,Saline,Random,Planted,5,Spartina alterniflora Loisel.,smooth cordgrass,5,In,16,16,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; D. Weifenbach; M. Miller,
1999,6/7/99,Saline,Random,Planted,5.625,Spartina alterniflora Loisel.,smooth cordgrass,5.63,In,16,2,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
2001,10/22/01,Saline,Random,Planted,6,Spartina alterniflora Loisel.,smooth cordgrass,6,Both,,,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Planted,6,Spartina alterniflora Loisel.,smooth cordgrass,6,Both,20,16,LA DEPT OF NAT RES (CRDT),J. Rapp; T. Folse,
2013,6/25/13,Saline,Random,Planted,6,Spartina alterniflora Loisel.,smooth cordgrass,6,Both,10,10,COASTAL PROTECTION AND RESTORATION AUTHORITY,T. McGinnis; B.Wood; M. Mouledous,"Southern end; SAV but no algae, firm substrate. Estimated survival of plantings 90%.  Surf water salinity = 8.2 ppt, PW 20 cm = 11.3 ppt.  Number Planted and Number Alive columns refer to Planting Survival and are not limited to the Plot Size. Water Level is 0.9 ft above marsh. Open water is 60%. Bare ground is 0%. Dead vegetation is 0%. Flooded-Undetermined is 0%."
2003,9/16/03,Saline,Random,Planted,6,Spartina alterniflora Loisel.,smooth cordgrass,3,In,1,1,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; L. Sharp; M. Mouledous,"Terrace # 129, orientation east/west, length 500 ft, center transect south slope"
1999,8/24/99,Saline,Random,Planted,6,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,15,1,LA DEPT OF NAT RES (CRDT),K. Vincent; J. Stratford,
2001,10/22/01,Saline,Random,Planted,7,Spartina alterniflora Loisel.,smooth cordgrass,7,Both,20,4,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2003,9/16/03,Saline,Random,Planted,7,Spartina alterniflora Loisel.,smooth cordgrass,7,Both,1,1,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; L. Sharp; M. Mouledous,"Terrace # 55, orientation north/south, length 120 ft, North west slope"
2005,11/8/05,Saline,Random,Natural,7,Spartina alterniflora Loisel.,smooth cordgrass,5,In,,,LA DEPT OF NAT RES (CRDL),J. Price; M. Mouledous,Center transect north slope;Post Rita monitoring subset
2005,9/1/05,Saline,Random,Planted,7,Spartina alterniflora Loisel.,smooth cordgrass,3,Both,,,LA DEPT OF NAT RES (CRDL),J. Price; M. Mouledous,
2005,9/1/05,Saline,Random,Planted,7,Spartina alterniflora Loisel.,smooth cordgrass,3,Both,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,photo 49
1999,8/31/99,Saline,Random,Planted,7,Spartina alterniflora Loisel.,smooth cordgrass,7,Both,16,8,LA DEPT OF NAT RES (CRDT),J. Wallace; J. Rapp; J. Young,
1999,8/31/99,Saline,Random,Planted,7,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,,,LA DEPT OF NAT RES (CRDT),J. Wallace; J. Rapp; J. Young,
2003,6/24/03,Saline,Random,Planted,7,Spartina alterniflora Loisel.,smooth cordgrass,5,Both,9,8,LA DEPT OF NAT RES (CRDT),T. Folse; E. Lear,Row 2
2003,6/24/03,Saline,Random,Planted,7,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,2,Both,,,LA DEPT OF NAT RES (CRDT),T. Folse; E. Lear,Row 2
2003,6/24/03,Saline,Random,Planted,7,Juncus roemerianus Scheele,needlegrass rush,,Out,,,LA DEPT OF NAT RES (CRDT),T. Folse; E. Lear,Row 2
1994,9/20/94,Saline,Random,Planted,8,Spartina alterniflora Loisel.,smooth cordgrass,8,,16,16,LA DEPT OF NAT RES (CRDL),M. Miller; D. Weifenbach; K. Vincent,
1995,1/24/95,Saline,Random,Planted,8,Spartina alterniflora Loisel.,smooth cordgrass,8,,16,4,LA DEPT OF NAT RES (CRDL),L. Schexnaider; K. Vincent; S. Gardner,
1994,9/20/94,Saline,Random,Planted,8,Spartina alterniflora Loisel.,smooth cordgrass,8,,16,16,LA DEPT OF NAT RES (CRDL),K. Vincent; M. Miller; D. Weifenbach,
2005,9/1/05,Saline,Random,Planted,8,Spartina alterniflora Loisel.,smooth cordgrass,3,Both,,,LA DEPT OF NAT RES (CRDL),J. Price; M. Mouledous,photo 52
2003,6/24/03,Saline,Random,Planted,8,Spartina alterniflora Loisel.,smooth cordgrass,5,Both,9,5,LA DEPT OF NAT RES (CRDT),T. Folse; E. Lear,Ce
2003,6/24/03,Saline,Random,Planted,8,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,3,Both,,,LA DEPT OF NAT RES (CRDT),T. Folse; E. Lear,Ce
2013,9/24/13,Saline,Random,Planted,8,Distichlis spicata (L.) Greene,saltgrass,,Out,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V13 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  92% Bare Ground.
2013,9/24/13,Saline,Random,Planted,8,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,5,Both,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V13 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  92% Bare Ground.
1995,12/4/95,Saline,Random,Planted,8.5,Spartina alterniflora Loisel.,smooth cordgrass,7.6,In,16,16,LA DEPT OF NAT RES (CRDL),M. Miller; D. Weifenbach; C. Thibodeaux,
1999,6/7/99,Saline,Random,Planted,8.75,Spartina alterniflora Loisel.,smooth cordgrass,8.75,In,16,16,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
2003,10/20/03,Saline,Random,Natural,10,Batis maritima L.,turtleweed,,Out,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; J. West; E. Lear,
2003,10/20/03,Saline,Random,Natural,10,Distichlis spicata (L.) Greene,saltgrass,10,Both,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; J. West; E. Lear,
2003,10/20/03,Saline,Random,Natural,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,<1,Both,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; J. West; E. Lear,
2002,9/18/02,Saline,Random,Natural,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,,,LA DEPT OF NAT RES (CRDT),G. Curole; T. Hubbell; T. Folse,
2001,10/22/01,Saline,Random,Natural,10,Batis maritima L.,turtleweed,,Out,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
2001,10/22/01,Saline,Random,Natural,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,<1,Both,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
2001,4/18/01,Saline,Random,Planted,10,Batis maritima L.,turtleweed,,Out,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
2001,4/18/01,Saline,Random,Planted,10,Distichlis spicata (L.) Greene,saltgrass,,Out,,,LA DEPT OF NAT RES (CRDT),A. Lasseigne; E. Lear,
2001,10/22/01,Saline,Random,Natural,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,,,LA DEPT OF NAT RES (CRDT),E. Lear; J. Rapp,
2007,10/2/07,Saline,Random,Natural,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,,,LA DEPT OF NAT RES (CRDL),L. Sharp; G. Steyer; M. Mouledous,"Re-established, pole gone. Put two 3/4'' PVC 5' long connected at joint.;Surface water= 0.65', 9.4 ppt; Porewater 10cm= 12.9 ppt, Porewater 30cm= 15.1 ppt"
2007,10/2/07,Saline,Random,Natural,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,,,LA DEPT OF NAT RES (CRDL),L. Sharp; G. Steyer; M. Mouledous,"Re-established, pole gone. Put two 3/4'' PVC 5' long connected at joint.;Surface water= 0.65', 9.4 ppt; Porewater 10cm= 12.9 ppt, Porewater 30cm= 15.1 ppt"
2012,11/5/12,Saline,Random,Planted,10,Phragmites australis (Cav.) Trin. ex Steud.,common reed,,Out,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,L. Rodrigue; E. Lear; T. Hubbell; T. Mcginnis,"Water 1.15 above marsh.;Plugs, rows staggered.;Staff gauge 1.0 @10:15.  Number Planted and Number Alive columns refer to Planting Survival and are not limited to the Plot Size."
2012,11/5/12,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,10,10,COASTAL PROTECTION AND RESTORATION AUTHORITY,L. Rodrigue; E. Lear; T. Hubbell; T. Mcginnis,"Water 1.15 above marsh.;Plugs, rows staggered.;Staff gauge 1.0 @10:15.  Number Planted and Number Alive columns refer to Planting Survival and are not limited to the Plot Size."
2012,11/5/12,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,10,10,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; T. Hubbell; L. Rodrigue; T. Mcginnis,Planted rows run NW to SE..  Number Planted and Number Alive columns refer to Planting Survival and are not limited to the Plot Size.
2012,11/7/12,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,10,10,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; L. Rodrigue; T. Hubbell; T. Mcginnis,Water.8 feet above marsh.;Ceratophyllum demersum in plot.;Could only reach 2 plants to measure for avg height..  Number Planted and Number Alive columns refer to Planting Survival and are not limited to the Plot Size.
2012,11/7/12,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,10,10,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; L. Rodrigue; T. Hubbell,Water1.5 above marsh.;Ceratophyllum demersum & Vallisneria americana..  Number Planted and Number Alive columns refer to Planting Survival and are not limited to the Plot Size.
2012,11/7/12,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,10,10,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; L. Rodrigue; T. Hubbell,Ceratophyllum demersum in plot.;Water1.0 ft above marsh..  Number Planted and Number Alive columns refer to Planting Survival and are not limited to the Plot Size.
2012,11/7/12,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,10,10,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; L. Rodrigue; T. Hubbell,Linear trade gallon planting in open water.;Water 1.5 feet above marsh..  Number Planted and Number Alive columns refer to Planting Survival and are not limited to the Plot Size.
2012,11/7/12,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,10,10,COASTAL PROTECTION AND RESTORATION AUTHORITY,E. Lear; L. Rodrigue; T. Hubbell,Ceratophyllum demersum in plot.;Water 1.2 feet above marsh..  Number Planted and Number Alive columns refer to Planting Survival and are not limited to the Plot Size.
1994,9/20/94,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,1,,16,16,LA DEPT OF NAT RES (CRDL),K. Vincent; M. Miller; D. Weifenbach,
2005,11/8/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,In,2,2,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,Post Rita montoring subset;Photo 10
2005,11/8/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,In,2,2,LA DEPT OF NAT RES (CRDL),J. Price; M. Mouledous,Post Rita monitoring subset;Center transect north slope;photo 11
2003,9/16/03,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,In,2,2,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace # 121, orientation east/west, length 300 ft, eastern most transect, plot on north slope"
2003,9/16/03,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,In,2,2,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace  # 126, orientation east/west, length 300 ft, eastern most transect, plot on north slope"
2007,10/10/07,Saline,Random,Natural,10,Spartina alterniflora Loisel.,smooth cordgrass,9,Both,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous,West transect north slope
2005,9/1/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller,"80% dead alterniflora;sout slope, photo 31"
2005,9/1/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller,60% dead alterniflora;sandy terrace;north slope
2005,9/1/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller,80% dead
2005,9/1/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller,north slope
2005,9/1/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,5,Both,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller,80% dead alterniflora
2005,8/31/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,5,Both,,0,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,photo 43
2003,9/17/03,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,In,2,2,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace # 414, orientation east/west, length 500 ft, East transect north slope"
2005,8/31/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,9,Both,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,
2005,9/1/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,9,Both,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,
2005,9/1/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,8,Both,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,photo 47
2005,9/1/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,5,Both,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,
2005,9/1/05,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,1,Both,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,
2005,9/1/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,7,Both,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,
2005,9/1/05,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,9,Both,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,photo 53
2005,11/8/05,Saline,Random,Natural,10,Spartina alterniflora Loisel.,smooth cordgrass,10,In,,,LA DEPT OF NAT RES (CRDL),M. Miller; C. Thibodeaux,"Post Rita monitoring subset.;Salinity 8.1 ppt, Sp Cond 1370, Temp 25.7 C;Total Cover may have been 25% prior to Rita.;East transect north slope plot"
2005,9/1/05,Saline,Random,Natural,10,Spartina alterniflora Loisel.,smooth cordgrass,2,In,,,LA DEPT OF NAT RES (CRDL),M. Mouledous; J. Price,photo 60
2003,9/17/03,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,In,2,2,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace # 377, orientation north/south, length 120 ft, North west slope"
2003,9/17/03,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,In,2,2,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace # 377, orientation north/south, length 120 ft, South east slope"
1999,9/7/99,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,,,LA DEPT OF NAT RES (CRDT),J. Rapp; J. Young,
1999,9/7/99,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,,,LA DEPT OF NAT RES (CRDT),J. Rapp; J. Young,
2001,9/19/01,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,2,Out,,,LA DEPT OF NAT RES (CRDT),J. Rapp; K. Gray,
2001,9/19/01,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,,,LA DEPT OF NAT RES (CRDT),J. Rapp; K. Gray,
2002,9/16/02,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,,,LA DEPT OF NAT RES (CRDT),G. Curole; E. Lear; T. Hubbell,stake # 312
2002,9/16/02,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,,,LA DEPT OF NAT RES (CRDT),G. Curole; E. Lear; T. Hubbell,"stake # 358, debris in plot"
2001,8/21/01,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
1999,8/24/99,Saline,Random,Planted,10,Distichlis spicata (L.) Greene,saltgrass,5,In,,,LA DEPT OF NAT RES (CRDT),J. Stratford; K. Vincent,
1999,8/24/99,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,12,1,LA DEPT OF NAT RES (CRDT),J. Stratford; K. Vincent,
2001,9/19/01,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,,,LA DEPT OF NAT RES (CRDT),E. Lear; K. Gray,
2004,10/12/04,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,12,,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indeterminate;Row 3
2004,10/12/04,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,Both,12,,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 3
2004,10/12/04,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,,,LA DEPT OF NAT RES (CRDT),T. Folse; K. Gray; E. Lear,Indistinguishable;Row 3
2003,6/24/03,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,3,Both,9,5,LA DEPT OF NAT RES (CRDT),T. Folse; E. Lear,Row 2
2003,6/24/03,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,,,LA DEPT OF NAT RES (CRDT),T. Folse; E. Lear,Row 2
2003,6/24/03,Saline,Random,Planted,10,Juncus roemerianus Scheele,needlegrass rush,10,Both,,,LA DEPT OF NAT RES (CRDT),T. Folse; E. Lear,Row 2
2013,9/24/13,Saline,Random,Planted,10,Distichlis spicata (L.) Greene,saltgrass,,Out,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V08 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  90% Bare Ground.
2013,9/24/13,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,10,Both,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V08 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  90% Bare Ground.
2013,9/24/13,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,10,Both,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V09 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  90% Bare Ground.
2014,10/21/14,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is below marsh. Open water is 0%. Bare ground is 90%. Dead vegetation is 0%. Flooded-Undetermined is 0%.
2014,10/21/14,Saline,Random,Planted,10,Distichlis spicata (L.) Greene,saltgrass,,Out,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell, Water Level is below marsh. Open water is 0%. Bare ground is 88%. Dead vegetation is 2%. Flooded-Undetermined is 0%.
2013,9/24/13,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,2,Both,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V17 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  85% Bare Ground & 5% Dead Vegetation; Plot on north side of sand fencing.
2013,9/24/13,Saline,Random,Planted,10,Distichlis spicata (L.) Greene,saltgrass,,Out,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V18 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  90% Bare Ground.
2013,9/24/13,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,10,Both,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V18 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  90% Bare Ground.
2013,9/25/13,Saline,Random,Planted,10,Distichlis spicata (L.) Greene,saltgrass,2,Both,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V26 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  90% Bare Ground.
2013,9/25/13,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,3,Both,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V26 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  90% Bare Ground.
2013,9/25/13,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,10,Both,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,L. Rodrigue; T. Hubbell; E. Lear; G. Curole,The TE-52-V27 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  90% Bare Ground.
2014,10/21/14,Saline,Random,Planted,10,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,3,Both,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; E. Lear; L. Rodrigue; T. Hubbell,Plot V66 replaces V01.  TE52-V66 falls on low berm area of eroded dune. Water Level is below marsh. Open water is 0%. Bare ground is 75%. Dead vegetation is 15%. Flooded-Undetermined is 0%.
1999,6/7/99,Saline,Random,Planted,10,Spartina alterniflora Loisel.,smooth cordgrass,10,In,16,16,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
1995,12/4/95,Saline,Random,Planted,10.4,Spartina alterniflora Loisel.,smooth cordgrass,5.4,In,16,14,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
2013,9/25/13,Saline,Random,Planted,11,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,1,Both,,,COASTAL PROTECTION AND RESTORATION AUTHORITY,G. Curole; L. Rodrigue; T. Hubbell; E. Lear,The TE-52-V30 plot is located on the Caminada-Moreau Headland on a created dune; No water on dune; Unvegetated surface:  89% Bare Ground.
2001,10/22/01,Saline,Random,Planted,12,Spartina alterniflora Loisel.,smooth cordgrass,12,Both,20,15,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2003,9/16/03,Saline,Random,Planted,12,Spartina alterniflora Loisel.,smooth cordgrass,5,,1,1,LA DEPT OF NAT RES (CRDL),L. Sharp; M. Mouledous; C. Thibodeaux,"Terrace # 6, orientation east/west, length 500 ft, East transect north slope"
2003,9/16/03,Saline,Random,Planted,12,Spartina alterniflora Loisel.,smooth cordgrass,2,In,1,1,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; L. Sharp; M. Mouledous,"Terrace # 24, length 120 ft, orientation north/south, plot location on the NW slope"
1995,12/4/95,Saline,Random,Planted,12.6,Phragmites australis (Cav.) Trin. ex Steud.,common reed,Solitary,In,,,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
1995,12/4/95,Saline,Random,Planted,12.6,Spartina alterniflora Loisel.,smooth cordgrass,12.6,In,16,16,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
2001,10/22/01,Saline,Random,Planted,13,Spartina alterniflora Loisel.,smooth cordgrass,12,Both,20,18,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2003,9/16/03,Saline,Random,Planted,13,Spartina alterniflora Loisel.,smooth cordgrass,13,In,2,2,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Mouledous; L. Sharp,"Terrace 121, orientation east/ west, length 300 ft, Plot located on NW slope"
1995,12/4/95,Saline,Random,Planted,13,Spartina alterniflora Loisel.,smooth cordgrass,11.3,In,16,9,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
1999,6/7/99,Saline,Random,Planted,14,Spartina alterniflora Loisel.,smooth cordgrass,14,In,16,16,LA DEPT OF NAT RES (CRDL),M. Miller; D. Weifenbach; C. Thibodeaux,
1995,12/4/95,Saline,Random,Planted,14.5,Spartina alterniflora Loisel.,smooth cordgrass,11.4,In,16,16,LA DEPT OF NAT RES (CRDL),C. Thibodeaux; M. Miller; D. Weifenbach,
2009,9/2/09,Saline,Random,Natural,15,Spartina alterniflora Loisel.,smooth cordgrass,15,Both,,,GEC,J. Palmer; J. Avant,Photo: BA04-121.jpg
2001,10/22/01,Saline,Random,Planted,15,Spartina alterniflora Loisel.,smooth cordgrass,15,Both,20,7,LA DEPT OF NAT RES (CRDT),T. Folse; J. Rapp,
2001,10/22/01,Saline,Random,Planted,15,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,<1,Both,5,2,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
2001,10/22/01,Saline,Random,Natural,15,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,<1,Both,,,LA DEPT OF NAT RES (CRDT),E. Lear; A. Lasseigne,
2008,10/15/08,Saline,Random,Natural,15,Spartina alterniflora Loisel.,smooth cordgrass,15,In,,,LA DEPT OF NAT RES (CRDL),L. Sharp; M. Miller,"5 cm Ike deposition;surface water = 1.2' deep, 27.4 deg C, 16.7 ppt;   "
2008,10/15/08,Saline,Random,Natural,15,Spartina patens (Aiton) Muhl.,saltmeadow cordgrass,,Out,,,LA DEPT OF NAT RES (CRDL),L. Sharp; M. Miller,"5 cm Ike deposition;surface water = 1.2' deep, 27.4 deg C, 16.7 ppt;   "
